,donorID,province,region,gender,language,number_of_campaigns,total_amount,Q1_Donations,Q2_Donations,Q3_Donations,Q4_Donations,days_since_contributed,mean,min,max,Q1_Max,Q2_Max,Q3_Max,Q4_Max,Q1_Mean,Q2_Mean,Q3_Mean,Q4_Mean,Q1_Amount,Q2_Amount,Q3_Amount,Q4_Amount,Q1_Min,Q2_Min,Q3_Min,Q4_Min,age,age-group,amount,has_contributed
125,100216,Brussels,Brussels,F,FR,2.0,60.0,1.0,,,1.0,2269.0,30.0,30.0,30.0,30.0,,,30.0,30.0,,,30.0,30.0,,,30.0,30.0,,,30.0,57,50,,0
126,100218,Walloon Brabant,Wallonia,Not Known,FR,1.0,40.0,,,,1.0,1489.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,40.0,41,40,,0
127,100222,Walloon Brabant,Wallonia,M,FR,3.0,81.0,1.0,1.0,,1.0,1104.0,27.0,15.0,36.0,15.0,36.0,,30.0,15.0,36.0,,30.0,15.0,36.0,,30.0,15.0,36.0,,30.0,28,20,,0
128,100223,Walloon Brabant,Wallonia,F,FR,1.0,39.0,,,,1.0,1528.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,39.0,37,30,,0
129,100228,Walloon Brabant,Wallonia,F,FR,2.0,70.00999999999999,,2.0,,,223.0,35.004999999999995,30.0,40.01,,40.01,,,,35.004999999999995,,,,70.00999999999999,,,,30.0,,,29,20,,0
130,100229,Walloon Brabant,Wallonia,F,FR,17.0,738.0,4.0,6.0,1.0,6.0,26.0,43.411764705882355,30.0,80.0,80.0,52.0,40.0,50.0,47.75,42.5,40.0,42.0,191.0,255.0,40.0,252.0,30.0,40.0,40.0,40.0,64,60,,0
131,100230,Walloon Brabant,Wallonia,M,FR,1.0,7.0,,,,1.0,1533.0,7.0,7.0,7.0,,,,7.0,,,,7.0,,,,7.0,,,,7.0,58,50,,0
132,100233,Hainaut,Wallonia,F,FR,1.0,12.39,,,,1.0,4816.0,12.39,12.39,12.39,,,,12.39,,,,12.39,,,,12.39,,,,12.39,50,50,,0
133,100236,Walloon Brabant,Wallonia,M,FR,1.0,40.0,,,,1.0,1830.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,40.0,40,40,,0
134,100237,Walloon Brabant,Wallonia,M,FR,2.0,12.5,1.0,1.0,,,958.0,6.25,2.5,10.0,10.0,2.5,,,10.0,2.5,,,10.0,2.5,,,10.0,2.5,,,50,50,,0
135,100241,Walloon Brabant,Wallonia,M,FR,2.0,15.0,1.0,,,1.0,2281.0,7.5,5.0,10.0,5.0,,,10.0,5.0,,,10.0,5.0,,,10.0,5.0,,,10.0,48,40,,0
136,100242,Walloon Brabant,Wallonia,M,FR,2.0,65.0,1.0,,1.0,,1423.0,32.5,30.0,35.0,30.0,,35.0,,30.0,,35.0,,30.0,,35.0,,30.0,,35.0,,26,20,,0
137,100243,Brussels,Brussels,M,FR,1.0,30.0,1.0,,,,1425.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,73,70,,0
138,100244,Walloon Brabant,Wallonia,M,FR,2.0,75.0,1.0,,,1.0,1885.0,37.5,36.0,39.0,36.0,,,39.0,36.0,,,39.0,36.0,,,39.0,36.0,,,39.0,62,60,,0
139,100246,Walloon Brabant,Wallonia,M,FR,1.0,72.0,,1.0,,,2410.0,72.0,72.0,72.0,,72.0,,,,72.0,,,,72.0,,,,72.0,,,28,20,,0
140,100247,Walloon Brabant,Wallonia,F,FR,4.0,140.0,,4.0,,,236.0,35.0,30.0,40.0,,40.0,,,,35.0,,,,140.0,,,,30.0,,,90,90,,0
141,100249,Walloon Brabant,Wallonia,M,FR,5.0,185.0,2.0,2.0,1.0,,217.0,37.0,30.0,50.0,35.0,50.0,40.0,,32.5,40.0,40.0,,65.0,80.0,40.0,,30.0,30.0,40.0,,70,70,,0
142,100251,Walloon Brabant,Wallonia,F,FR,4.0,150.0,,2.0,,2.0,225.0,37.5,30.0,40.0,,40.0,,40.0,,40.0,,35.0,,80.0,,70.0,,40.0,,30.0,45,40,,0
143,100252,Walloon Brabant,Wallonia,M,FR,1.0,10.0,,,,1.0,1523.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,49,40,,0
144,100253,Flemish Brabant,Flanders,M,NL,18.0,811.5350000000001,4.0,3.0,5.0,6.0,470.0,45.08527777777778,32.227,120.0,48.334,39.0,120.0,50.7,44.5835,36.742333333333335,58.2186,38.646833333333326,178.334,110.227,291.093,231.88099999999997,39.0,32.227,39.0,32.227,62,60,,0
145,100254,Brussels,Brussels,F,NL,3.0,113.0,1.0,2.0,,,1310.0,37.666666666666664,30.0,43.0,43.0,40.0,,,43.0,35.0,,,43.0,70.0,,,43.0,30.0,,,66,60,,0
146,100256,Flemish Brabant,Flanders,M,NL,1.0,27.27,1.0,,,,5104.0,27.27,27.27,27.27,27.27,,,,27.27,,,,27.27,,,,27.27,,,,71,70,,0
147,100258,Flemish Brabant,Flanders,M,NL,9.0,291.14,2.0,2.0,4.0,1.0,1303.0,32.34888888888889,4.96,40.0,35.0,40.0,37.0,40.0,32.5,38.59,27.240000000000002,40.0,65.0,77.18,108.96000000000001,40.0,30.0,37.18,4.96,40.0,55,50,,0
148,100259,Flemish Brabant,Flanders,M,NL,13.0,85.0,3.0,4.0,3.0,3.0,88.0,6.538461538461538,5.0,10.0,5.0,10.0,10.0,10.0,5.0,7.5,6.666666666666667,6.666666666666667,15.0,30.0,20.0,20.0,5.0,5.0,5.0,5.0,58,50,,0
149,100260,Flemish Brabant,Flanders,M,NL,3.0,37.17,,2.0,1.0,,4283.0,12.39,12.39,12.39,,12.39,12.39,,,12.39,12.39,,,24.78,12.39,,,12.39,12.39,,53,50,,0
150,100261,Flemish Brabant,Flanders,F,NL,1.0,12.39,,,,1.0,4796.0,12.39,12.39,12.39,,,,12.39,,,,12.39,,,,12.39,,,,12.39,53,50,,0
151,100263,Flemish Brabant,Flanders,M,NL,11.0,353.96,1.0,6.0,2.0,2.0,1569.0,32.17818181818182,24.79,49.58,24.79,34.01,39.0,49.58,24.79,30.133333333333336,31.895,42.29,24.79,180.8,63.79,84.58,24.79,24.79,24.79,35.0,27,20,,0
152,100266,West Flanders,Flanders,M,NL,1.0,24.79,1.0,,,,5053.0,24.79,24.79,24.79,24.79,,,,24.79,,,,24.79,,,,24.79,,,,27,20,,0
153,100267,Flemish Brabant,Flanders,F,NL,2.0,64.78999999999999,,,1.0,1.0,113.0,32.394999999999996,24.79,40.0,,,40.0,24.79,,,40.0,24.79,,,40.0,24.79,,,40.0,24.79,60,60,,0
154,100268,Flemish Brabant,Flanders,F,NL,4.0,109.58,,2.0,2.0,,3384.0,27.395,24.79,30.0,,30.0,30.0,,,27.395,27.395,,,54.79,54.79,,,24.79,24.79,,66,60,,0
155,100269,Flemish Brabant,Flanders,M,NL,20.0,996.6399999999999,6.0,2.0,7.0,5.0,100.0,49.831999999999994,49.58,50.0,50.0,50.0,50.0,50.0,49.79,50.0,49.82,49.832,298.74,100.0,348.74,249.16,49.58,50.0,49.58,49.58,39,30,,0
156,100270,Flemish Brabant,Flanders,M,NL,14.0,388.53,5.0,4.0,3.0,2.0,2434.0,27.752142857142854,24.79,35.0,30.0,35.0,30.0,24.79,28.958,28.645,26.526666666666667,24.79,144.79,114.58,79.58,49.58,24.79,24.79,24.79,24.79,33,30,,0
157,100271,Flemish Brabant,Flanders,M,NL,1.0,12.39,,,1.0,,5291.0,12.39,12.39,12.39,,,12.39,,,,12.39,,,,12.39,,,,12.39,,82,80,,0
158,100272,Flemish Brabant,Flanders,F,NL,2.0,49.58,,1.0,,1.0,4780.0,24.79,24.79,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,47,40,,0
159,100273,East Flanders,Flanders,M,NL,2.0,65.0,,,1.0,1.0,2714.0,32.5,30.0,35.0,,,35.0,30.0,,,35.0,30.0,,,35.0,30.0,,,35.0,30.0,75,70,,0
160,100275,Flemish Brabant,Flanders,M,NL,4.0,198.32,1.0,,1.0,2.0,4750.0,49.58,49.58,49.58,49.58,,49.58,49.58,49.58,,49.58,49.58,49.58,,49.58,99.16,49.58,,49.58,49.58,43,40,,0
161,100279,Flemish Brabant,Flanders,M,NL,16.0,559.471,6.0,2.0,2.0,6.0,295.0,34.9669375,16.107,75.0,55.9,65.0,75.0,45.5,31.007166666666667,40.5535,57.0,29.720166666666668,186.043,81.107,114.0,178.321,16.9,16.107,39.0,16.107,46,40,,0
162,100281,Flemish Brabant,Flanders,F,NL,8.0,251.63,,5.0,1.0,2.0,3194.0,31.45375,24.79,49.58,,30.24,24.79,49.58,,29.006,24.79,40.905,,145.03,24.79,81.81,,24.79,24.79,32.23,32,30,,0
163,100284,Flemish Brabant,Flanders,F,FR,2.0,60.0,,1.0,1.0,,2454.0,30.0,30.0,30.0,,30.0,30.0,,,30.0,30.0,,,30.0,30.0,,,30.0,30.0,,50,50,,0
164,100289,Flemish Brabant,Flanders,M,NL,10.0,351.1,2.0,2.0,3.0,3.0,4404.0,35.11,12.39,74.37,33.81,74.37,37.18,37.18,30.54,55.775000000000006,34.70333333333333,24.786666666666665,61.08,111.55000000000001,104.11,74.36,27.27,37.18,29.75,12.39,81,80,,0
165,100291,Flemish Brabant,Flanders,M,NL,20.0,807.36,5.0,8.0,3.0,4.0,2905.0,40.368,24.79,50.0,50.0,50.0,50.0,50.0,40.874,40.79125,37.43,41.0925,204.37,326.33,112.28999999999999,164.37,24.79,24.79,24.79,24.79,28,20,,0
166,100292,Walloon Brabant,Wallonia,F,FR,2.0,70.0,,1.0,,1.0,553.0,35.0,30.0,40.0,,40.0,,30.0,,40.0,,30.0,,40.0,,30.0,,40.0,,30.0,50,50,,0
167,100293,Flemish Brabant,Flanders,F,FR,19.0,653.95,2.0,6.0,4.0,7.0,25.0,34.41842105263158,24.79,100.0,30.0,40.0,30.0,100.0,27.395,31.666666666666668,27.395,42.79714285714285,54.79,190.0,109.58,299.58,24.79,30.0,24.79,24.79,62,60,,0
168,100294,Flemish Brabant,Flanders,M,FR,51.0,689.36,16.0,14.0,8.0,13.0,1591.0,13.51686274509804,2.48,50.0,30.0,30.0,40.0,50.0,13.40625,10.034285714285714,18.09875,14.583846153846155,214.5,140.48,144.79,189.59,2.48,2.48,5.0,2.48,47,40,,0
169,100295,Flemish Brabant,Flanders,M,NL,22.0,592.27,7.0,6.0,4.0,5.0,1741.0,26.921363636363637,24.79,30.0,30.0,30.0,30.0,30.0,27.02285714285714,26.526666666666667,28.697499999999998,25.832,189.16,159.16,114.78999999999999,129.16,24.79,24.79,24.79,24.79,70,70,,0
170,100296,Flemish Brabant,Flanders,M,NL,13.0,361.54999999999995,1.0,7.0,,5.0,2450.0,27.811538461538458,12.39,40.0,30.0,40.0,,30.0,30.0,29.939999999999998,,24.394,30.0,209.57999999999998,,121.97,30.0,24.79,,12.39,38,30,,0
171,100298,Flemish Brabant,Flanders,F,NL,3.0,74.37,,,2.0,1.0,4868.0,24.790000000000003,24.79,24.79,,,24.79,24.79,,,24.79,24.79,,,49.58,24.79,,,24.79,24.79,38,30,,0
172,100299,Flemish Brabant,Flanders,M,FR,3.0,50.0,,,2.0,1.0,44.0,16.666666666666668,10.0,30.0,,,30.0,10.0,,,20.0,10.0,,,40.0,10.0,,,10.0,10.0,54,50,,0
173,100300,Flemish Brabant,Flanders,F,NL,22.0,384.85999999999996,3.0,4.0,9.0,6.0,3350.0,17.493636363636362,12.39,32.23,32.23,24.79,30.0,24.79,19.003333333333334,19.2425,17.102222222222224,16.16,57.01,76.97,153.92000000000002,96.96000000000001,12.39,12.39,12.39,12.39,26,20,,0
174,100301,Flemish Brabant,Flanders,F,NL,13.0,414.58,5.0,4.0,1.0,3.0,1314.0,31.89076923076923,24.79,60.0,35.0,60.0,30.0,30.0,29.958,37.5,30.0,28.263333333333332,149.79,150.0,30.0,84.78999999999999,24.79,30.0,30.0,24.79,53,50,,0
175,100304,Flemish Brabant,Flanders,M,NL,15.0,191.77,2.0,5.0,4.0,4.0,3197.0,12.784666666666668,12.0,15.0,12.39,15.0,14.87,12.39,12.195,13.156,13.01,12.39,24.39,65.78,52.04,49.56,12.0,12.39,12.39,12.39,35,30,,0
176,100307,Flemish Brabant,Flanders,F,NL,17.0,213.6,2.0,3.0,4.0,8.0,2784.0,12.564705882352941,7.44,40.0,24.79,15.0,40.0,12.39,17.395,11.479999999999999,18.695,8.69875,34.79,34.44,74.78,69.59,10.0,7.44,10.0,7.44,53,50,,0
177,100313,Flemish Brabant,Flanders,F,NL,6.0,113.03,1.0,2.0,,3.0,4762.0,18.838333333333335,12.39,26.28,12.39,26.28,,24.79,12.39,25.535,,16.523333333333333,12.39,51.07,,49.57,12.39,24.79,,12.39,49,40,,0
178,100314,Flemish Brabant,Flanders,M,NL,3.0,18.6,,,1.0,2.0,4390.0,6.2,6.2,6.2,,,6.2,6.2,,,6.2,6.2,,,6.2,12.4,,,6.2,6.2,61,60,,0
179,100315,Flemish Brabant,Flanders,M,NL,23.0,598.9100000000001,5.0,6.0,3.0,9.0,2988.0,26.039565217391306,24.79,30.0,30.0,30.0,30.0,30.0,25.874000000000002,25.65833333333333,26.526666666666667,26.22333333333333,129.37,153.95,79.58,236.00999999999996,24.79,24.79,24.79,24.79,70,70,,0
180,100319,Flemish Brabant,Flanders,F,NL,1.0,45.86,1.0,,,,5024.0,45.86,45.86,45.86,45.86,,,,45.86,,,,45.86,,,,45.86,,,,53,50,,0
181,100320,Flemish Brabant,Flanders,F,NL,18.0,989.7239999999999,3.0,6.0,6.0,3.0,479.0,54.98466666666666,32.227,135.0,45.5,128.908,135.0,64.454,41.07566666666667,61.385999999999996,58.204499999999996,49.65133333333333,123.227,368.316,349.227,148.954,32.227,32.227,32.227,39.0,40,40,,0
182,100322,West Flanders,Flanders,F,NL,4.0,123.94999999999999,1.0,,1.0,2.0,4402.0,30.987499999999997,24.79,49.58,49.58,,24.79,24.79,49.58,,24.79,24.79,49.58,,24.79,49.58,49.58,,24.79,24.79,45,40,,0
183,100323,Flemish Brabant,Flanders,F,NL,2.0,24.78,,2.0,,,4608.0,12.39,12.39,12.39,,12.39,,,,12.39,,,,24.78,,,,12.39,,,48,40,,0
184,100325,Flemish Brabant,Flanders,F,NL,1.0,24.79,,1.0,,,6815.0,24.79,24.79,24.79,,24.79,,,,24.79,,,,24.79,,,,24.79,,,43,40,,0
185,100327,West Flanders,Flanders,F,NL,9.0,82.96000000000001,3.0,2.0,1.0,3.0,942.0,9.217777777777778,4.96,30.0,30.0,10.0,6.0,7.0,13.333333333333334,10.0,6.0,5.653333333333333,40.0,20.0,6.0,16.96,5.0,10.0,6.0,4.96,31,30,,0
186,100329,Flemish Brabant,Flanders,M,NL,10.0,63.240000000000016,3.0,2.0,2.0,3.0,4033.0,6.324000000000002,6.2,7.44,6.2,7.44,6.2,6.2,6.2,6.82,6.2,6.2,18.6,13.64,12.4,18.6,6.2,6.2,6.2,6.2,52,50,,0
187,100330,Flemish Brabant,Flanders,F,NL,5.0,247.89999999999998,,5.0,,,4601.0,49.58,49.58,49.58,,49.58,,,,49.58,,,,247.89999999999998,,,,49.58,,,48,40,,0
188,100333,Flemish Brabant,Flanders,M,NL,1.0,35.0,1.0,,,,1820.0,35.0,35.0,35.0,35.0,,,,35.0,,,,35.0,,,,35.0,,,,31,30,,0
189,100334,Flemish Brabant,Flanders,M,NL,5.0,70.69,1.0,3.0,1.0,,123.0,14.138,5.21,40.0,5.21,12.39,40.0,,5.21,8.493333333333334,40.0,,5.21,25.48,40.0,,5.21,5.65,40.0,,57,50,,0
190,100335,Flemish Brabant,Flanders,F,NL,23.0,356.222,6.0,4.0,7.0,6.0,22.0,15.48791304347826,6.5,32.5,16.107,13.0,32.5,32.227,13.998833333333332,9.711,19.514285714285712,16.13083333333333,83.993,38.844,136.6,96.785,9.672,6.5,9.672,9.672,74,70,,0
191,100336,Flemish Brabant,Flanders,F,NL,9.0,293.26000000000005,2.0,3.0,3.0,1.0,4365.0,32.58444444444445,24.79,49.58,49.58,49.58,37.18,24.79,37.185,34.87,29.83,24.79,74.37,104.60999999999999,89.49,24.79,24.79,24.79,24.79,24.79,43,40,,0
192,100337,Flemish Brabant,Flanders,F,NL,2.0,74.36,,1.0,1.0,,4621.0,37.18,37.18,37.18,,37.18,37.18,,,37.18,37.18,,,37.18,37.18,,,37.18,37.18,,38,30,,0
193,100341,Flemish Brabant,Flanders,M,NL,3.0,74.37,1.0,1.0,,1.0,4678.0,24.790000000000003,24.79,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,71,70,,0
194,100342,Flemish Brabant,Flanders,M,NL,14.0,388.53,5.0,2.0,3.0,4.0,2107.0,27.752142857142854,24.79,35.0,30.0,30.0,35.0,30.0,27.915999999999997,27.395,29.929999999999996,26.0925,139.57999999999998,54.79,89.78999999999999,104.37,24.79,24.79,24.79,24.79,78,70,,0
195,100344,Flemish Brabant,Flanders,M,NL,1.0,7.44,,,,1.0,5119.0,7.44,7.44,7.44,,,,7.44,,,,7.44,,,,7.44,,,,7.44,49,40,,0
196,100345,Flemish Brabant,Flanders,F,NL,1.0,32.25,1.0,,,,3236.0,32.25,32.25,32.25,32.25,,,,32.25,,,,32.25,,,,32.25,,,,32,30,,0
197,100348,Flemish Brabant,Flanders,M,NL,13.0,395.81999999999994,6.0,4.0,2.0,1.0,2618.0,30.447692307692304,24.79,37.18,37.18,35.0,30.0,35.0,31.575,29.145,27.395,35.0,189.45,116.58,54.79,35.0,24.79,24.79,24.79,35.0,49,40,,0
198,100350,Flemish Brabant,Flanders,F,NL,9.0,327.72,3.0,3.0,1.0,2.0,39.0,36.413333333333334,24.79,60.0,40.0,60.0,27.52,40.0,33.86666666666667,44.60333333333333,27.52,32.394999999999996,101.6,133.81,27.52,64.78999999999999,30.0,33.81,27.52,24.79,67,60,,0
199,100351,Flemish Brabant,Flanders,F,NL,5.0,32.2,3.0,,1.0,1.0,3247.0,6.44,5.0,7.0,7.0,,7.0,7.0,6.066666666666666,,7.0,7.0,18.2,,7.0,7.0,5.0,,7.0,7.0,36,30,,0
200,100352,Flemish Brabant,Flanders,M,NL,15.0,65.5,5.0,7.0,1.0,2.0,204.0,4.366666666666666,2.5,5.0,5.0,5.0,2.5,5.0,4.5,4.714285714285714,2.5,3.75,22.5,33.0,2.5,7.5,2.5,3.0,2.5,2.5,46,40,,0
201,100356,Flemish Brabant,Flanders,M,NL,64.0,2489.59,14.0,15.0,15.0,20.0,31.0,38.89984375,20.0,150.0,60.0,150.0,74.37,60.0,38.67214285714285,47.24933333333333,33.414,36.911500000000004,541.41,708.74,501.21,738.23,24.79,24.79,24.79,20.0,72,70,,0
202,100357,Flemish Brabant,Flanders,M,NL,28.0,886.8199999999999,5.0,9.0,7.0,7.0,2030.0,31.672142857142855,24.79,50.0,50.0,50.0,33.0,49.58,34.916,32.105555555555554,26.707142857142856,33.76285714285714,174.57999999999998,288.95,186.95,236.34,24.79,24.79,24.79,24.79,35,30,,0
203,100359,Flemish Brabant,Flanders,M,NL,9.0,515.61,3.0,1.0,2.0,3.0,4311.0,57.29,37.18,94.2,74.37,49.58,49.58,94.2,57.84,49.58,43.379999999999995,68.58333333333333,173.52,49.58,86.75999999999999,205.75,37.18,49.58,37.18,37.18,57,50,,0
204,100361,Flemish Brabant,Flanders,M,NL,2.0,49.58,,1.0,1.0,,4192.0,24.79,24.79,24.79,,24.79,24.79,,,24.79,24.79,,,24.79,24.79,,,24.79,24.79,,61,60,,0
205,100363,Flemish Brabant,Flanders,F,NL,3.0,84.78999999999999,1.0,,1.0,1.0,3061.0,28.263333333333332,24.79,30.0,30.0,,30.0,24.79,30.0,,30.0,24.79,30.0,,30.0,24.79,30.0,,30.0,24.79,51,50,,0
206,100368,Flemish Brabant,Flanders,F,NL,19.0,508.15,5.0,6.0,3.0,5.0,2034.0,26.74473684210526,7.44,50.0,30.0,50.0,24.79,30.0,28.958,28.661666666666665,24.790000000000003,23.404,144.79,171.97,74.37,117.02,24.79,12.39,24.79,7.44,28,20,,0
207,100369,Flemish Brabant,Flanders,M,NL,7.0,40.92,,2.0,3.0,2.0,4114.0,5.845714285714286,2.48,9.92,,6.2,7.44,9.92,,6.2,4.96,6.82,,12.4,14.879999999999999,13.64,,6.2,2.48,3.72,67,60,,0
208,100370,Flemish Brabant,Flanders,F,NL,19.0,603.16,4.0,6.0,3.0,6.0,89.0,31.745263157894737,24.79,41.0,41.0,40.0,30.0,41.0,34.4475,29.965,28.263333333333332,33.464999999999996,137.79,179.79,84.78999999999999,200.79,24.79,24.79,24.79,24.79,71,70,,0
209,100371,Flemish Brabant,Flanders,M,NL,4.0,111.107,1.0,1.0,1.0,1.0,34.0,27.77675,13.0,52.0,16.107,13.0,30.0,52.0,16.107,13.0,30.0,52.0,16.107,13.0,30.0,52.0,16.107,13.0,30.0,52.0,93,90,,0
210,100373,Flemish Brabant,Flanders,M,NL,6.0,168.82999999999998,2.0,1.0,1.0,2.0,18.0,28.138333333333332,7.44,40.0,40.0,30.0,39.0,40.0,23.72,30.0,39.0,26.195,47.44,30.0,39.0,52.39,7.44,30.0,39.0,12.39,45,40,,0
211,100374,Flemish Brabant,Flanders,F,NL,3.0,220.227,,,1.0,2.0,382.0,73.409,32.227,123.0,,,123.0,65.0,,,123.0,48.6135,,,123.0,97.227,,,123.0,32.227,42,40,,0
212,100376,Flemish Brabant,Flanders,M,NL,24.0,694.6899999999999,2.0,4.0,6.0,12.0,2924.0,28.945416666666663,24.79,50.0,30.0,30.0,30.0,50.0,27.395,28.697499999999998,27.395,30.061666666666667,54.79,114.78999999999999,164.37,360.74,24.79,24.79,24.79,24.79,33,30,,0
213,100380,East Flanders,Flanders,F,NL,1.0,12.39,,,,1.0,4839.0,12.39,12.39,12.39,,,,12.39,,,,12.39,,,,12.39,,,,12.39,65,60,,0
214,100382,Flemish Brabant,Flanders,M,NL,26.0,269.12,4.0,7.0,7.0,8.0,19.0,10.350769230769231,5.0,15.0,12.39,15.0,12.39,15.0,10.5975,8.571428571428571,10.651428571428571,11.52125,42.39,60.0,74.56,92.17,10.0,5.0,5.0,5.0,54,50,,0
215,100384,Flemish Brabant,Flanders,F,NL,16.0,448.53,3.0,6.0,3.0,4.0,2261.0,28.033125,24.79,35.0,35.0,30.0,30.0,30.0,31.666666666666668,27.395,28.263333333333332,26.0925,95.0,164.37,84.78999999999999,104.37,30.0,24.79,24.79,24.79,29,20,,0
216,100387,Flemish Brabant,Flanders,M,NL,11.0,154.74,3.0,5.0,2.0,1.0,992.0,14.067272727272728,12.39,22.68,15.0,15.0,12.39,22.68,14.13,12.978,12.39,22.68,42.39,64.89,24.78,22.68,12.39,12.39,12.39,22.68,56,50,,0
217,100392,Flemish Brabant,Flanders,F,NL,3.0,27.270000000000003,,1.0,1.0,1.0,4977.0,9.090000000000002,7.44,12.39,,12.39,7.44,7.44,,12.39,7.44,7.44,,12.39,7.44,7.44,,12.39,7.44,7.44,55,50,,0
218,100393,West Flanders,Flanders,F,NL,1.0,40.0,,,,1.0,1106.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,40.0,37,30,,0
219,100397,Flemish Brabant,Flanders,F,NL,10.0,552.727,2.0,4.0,2.0,2.0,221.0,55.2727,26.0,150.0,39.0,65.0,150.0,65.0,35.6135,47.125,94.5,52.0,71.227,188.5,189.0,104.0,32.227,26.0,39.0,39.0,87,80,,0
220,100399,Flemish Brabant,Flanders,F,NL,15.0,440.01,6.0,4.0,3.0,2.0,2034.0,29.334,12.39,38.0,35.0,35.0,38.0,32.23,30.141666666666666,30.5,30.846666666666664,22.31,180.85,122.0,92.53999999999999,44.62,14.87,20.0,24.79,12.39,36,30,,0
221,100400,Flemish Brabant,Flanders,F,NL,3.0,104.25,1.0,,2.0,,3060.0,34.75,32.25,37.0,32.25,,37.0,,32.25,,36.0,,32.25,,72.0,,32.25,,35.0,,55,50,,0
222,100402,West Flanders,Flanders,M,NL,3.0,91.97,,1.0,1.0,1.0,2786.0,30.656666666666666,24.79,37.18,,30.0,37.18,24.79,,30.0,37.18,24.79,,30.0,37.18,24.79,,30.0,37.18,24.79,65,60,,0
223,100404,Flemish Brabant,Flanders,F,NL,7.0,34.9,,1.0,3.0,3.0,2925.0,4.985714285714286,2.48,10.0,,10.0,5.0,5.0,,10.0,4.973333333333334,3.3266666666666667,,10.0,14.92,9.98,,10.0,4.96,2.48,40,40,,0
224,100405,Flemish Brabant,Flanders,F,NL,15.0,425.78,7.0,2.0,4.0,2.0,2432.0,28.38533333333333,24.79,35.0,32.25,35.0,35.0,30.0,28.08857142857143,29.895,28.645,27.395,196.62,59.79,114.58,54.79,24.79,24.79,24.79,24.79,60,60,,0
225,100406,Brussels,Brussels,M,FR,1.0,40.0,,,,1.0,1524.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,40.0,47,40,,0
226,100409,Flemish Brabant,Flanders,M,FR,2.0,8.68,,,1.0,1.0,5186.0,4.34,2.48,6.2,,,2.48,6.2,,,2.48,6.2,,,2.48,6.2,,,2.48,6.2,61,60,,0
227,100411,Flemish Brabant,Flanders,F,FR,2.0,68.27,,1.0,,1.0,39.0,34.135,27.27,41.0,,27.27,,41.0,,27.27,,41.0,,27.27,,41.0,,27.27,,41.0,67,60,,0
228,100413,Flemish Brabant,Flanders,M,NL,22.0,188.16,5.0,9.0,5.0,3.0,1664.0,8.552727272727273,4.96,27.52,10.0,10.0,27.52,7.44,8.040000000000001,7.760000000000001,11.904,6.2,40.2,69.84,59.519999999999996,18.6,6.2,6.2,8.0,4.96,49,40,,0
229,100416,West Flanders,Flanders,F,NL,4.0,99.16,,1.0,2.0,1.0,4561.0,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,49.58,24.79,,24.79,24.79,24.79,68,60,,0
230,100417,Flemish Brabant,Flanders,F,NL,10.0,236.38,3.0,2.0,,5.0,1874.0,23.637999999999998,10.0,31.6,31.6,30.0,,30.0,23.866666666666664,30.0,,20.956,71.6,60.0,,104.78,10.0,30.0,,12.39,75,70,,0
231,100418,Flemish Brabant,Flanders,F,NL,9.0,272.67,2.0,3.0,2.0,2.0,4388.0,30.296666666666667,24.79,37.18,37.18,24.79,37.18,37.18,37.18,24.790000000000003,30.985,30.985,74.36,74.37,61.97,61.97,37.18,24.79,24.79,24.79,36,30,,0
232,100419,Flemish Brabant,Flanders,F,NL,5.0,123.94999999999999,,1.0,3.0,1.0,4510.0,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,24.790000000000003,24.79,,24.79,74.37,24.79,,24.79,24.79,24.79,75,70,,0
233,100423,Flemish Brabant,Flanders,F,NL,5.0,121.97,,,,5.0,2230.0,24.394,12.39,40.0,,,,40.0,,,,24.394,,,,121.97,,,,12.39,60,60,,0
234,100425,Flemish Brabant,Flanders,F,NL,13.0,380.76,2.0,2.0,5.0,4.0,997.0,29.28923076923077,24.79,40.0,30.0,40.0,30.0,30.0,27.395,35.8,28.958,27.395,54.79,71.6,144.79,109.58,24.79,31.6,24.79,24.79,74,70,,0
235,100426,Flemish Brabant,Flanders,F,NL,5.0,140.41,2.0,1.0,,2.0,4308.0,28.082,24.79,33.81,32.23,33.81,,24.79,28.509999999999998,33.81,,24.79,57.019999999999996,33.81,,49.58,24.79,33.81,,24.79,38,30,,0
